customer_id,gender,senior_citizen,tenure_months,monthly_fee,total_charges,payment_method,subscription_plan,churned
3842-QTGDL,Male,0,16,80.75,1321.3,Bank Transfer,Premium,No
7163-OCEQI,Male,0,22,78.65,1663.75,Mailed,Standard,No
9782-LGXMC,Female,0,49,61.75,3024.15,Bank Transfer,Standard,No
5975-BAICR,Male,0,36,63.7,2188.5,Credit Card,Standard,No
8019-ENHXU,Male,0,42,99.45,4138.05,Electronic,Premium,Yes
5167-GBFRE,Male,1,4,25.2,102.5,Bank Transfer,Basic,Yes
9033-EOXWV,Female,0,12,74.05,872.65,Mailed,Standard,Yes
4673-KKSLS,Female,0,31,87.6,2724.25,Electronic,Premium,No
4853-OITSN,Male,0,5,89.15,413.25,Electronic,Premium,No
9800-OUIGR,Male,0,66,20.0,1374.2,Credit Card,Basic,No
1324-NLTJE,Female,1,15,55.0,757.1,Credit Card,Standard,Yes
2324-EFHVG,Male,0,64,104.4,6692.65,Bank Transfer,Premium,No
7094-MSZAO,Male,0,10,20.05,218.5,Credit Card,Basic,No
1522-VVDMG,Male,0,7,89.75,608.8,Electronic,Premium,Yes
6907-CQGPN,Male,0,29,34.3,1004.75,Electronic,Basic,No
0780-XNZFN,Male,0,57,20.65,1125.6,Bank Transfer,Basic,No
0239-OXEXL,Female,0,46,84.25,3847.6,Mailed,Premium,No
2675-IJRGJ,Male,0,53,19.65,978.0,Bank Transfer,Basic,No
7049-GKVZY,Female,0,17,79.85,1387.35,Credit Card,Standard,No
8577-QSOCG,Female,0,38,20.2,746.05,Mailed,Basic,No
3721-CNZHX,Male,0,15,19.8,304.6,Mailed,Basic,No
0212-ISBBF,Female,0,22,50.35,1098.85,Electronic,Standard,No
9185-TQCVP,Male,0,14,85.15,1139.2,Electronic,Premium,Yes
3585-YNADK,Female,0,57,74.6,4368.95,Bank Transfer,Standard,No
5271-DBYSJ,Male,1,11,79.15,827.7,Credit Card,Standard,No
1099-GODLO,Female,0,1,20.35,20.35,Mailed,Basic,No
6828-HMKWP,Male,0,12,21.05,262.05,Bank Transfer,Basic,No
5567-WSELE,Male,1,3,94.6,279.55,Electronic,Premium,Yes
1472-TNCWL,Male,0,36,94.7,3512.5,Electronic,Premium,No
8063-RJYNF,Male,0,16,94.25,1483.25,Electronic,Premium,Yes
0687-ZVTHB,Male,0,65,72.45,4653.85,Credit Card,Standard,Yes
2080-GKCWQ,Male,0,2,74.95,151.75,Electronic,Standard,No
9661-ACXBS,Female,0,42,105.2,4400.75,Electronic,Premium,Yes
2193-SFWQW,Male,0,72,111.95,8033.1,Bank Transfer,Premium,No
5656-JAMLX,Male,0,62,19.85,1253.65,Bank Transfer,Basic,No
3462-BJQQA,Female,0,6,89.75,552.65,Electronic,Premium,No
0442-TDYUO,Male,0,48,20.05,1036.0,Mailed,Basic,No
6733-LRIZX,Male,0,35,108.95,4025.5,Electronic,Premium,No
9503-XJUME,Male,0,52,19.65,928.4,Credit Card,Basic,No
4367-NHWMM,Female,0,1,24.9,24.9,Mailed,Basic,No
3727-RJMEO,Male,0,6,82.85,460.25,Electronic,Premium,Yes
3779-OSWCF,Female,0,71,93.2,6506.15,Credit Card,Premium,No
6736-DHUQI,Female,0,67,84.8,5598.3,Bank Transfer,Premium,No
3915-ODIYG,Male,1,60,71.75,4374.55,Electronic,Standard,No
1360-RCYRT,Male,0,23,30.35,678.75,Bank Transfer,Basic,No
2724-FJDYW,Male,0,39,54.85,2191.7,Bank Transfer,Standard,No
4451-RWASJ,Male,0,15,19.5,239.75,Mailed,Basic,No
6646-VRFOL,Male,1,53,103.85,5485.5,Electronic,Premium,Yes
3460-TJBWI,Male,0,24,24.2,609.05,Mailed,Basic,No
5917-HBSDW,Female,0,37,19.35,683.75,Electronic,Basic,No
5685-IIXLY,Female,0,5,83.6,404.2,Electronic,Premium,Yes
5671-UUNXD,Female,1,50,100.65,5189.75,Electronic,Premium,No
0956-ACVZC,Female,0,54,94.1,5060.9,Credit Card,Premium,No
2325-NBPZG,Female,0,3,74.55,233.65,Electronic,Standard,No
4250-ZBWLV,Male,0,68,108.45,7176.55,Electronic,Premium,Yes
4482-FTFFX,Male,0,5,56.15,291.45,Electronic,Standard,No
8859-DZTGQ,Male,0,33,20.35,689.75,Mailed,Basic,No
0440-MOGPM,Female,0,41,80.55,3263.9,Electronic,Premium,No
0020-JDNXP,Female,0,34,61.25,1993.2,Mailed,Standard,No
3752-CQSJI,Female,0,13,20.45,254.5,Mailed,Basic,No
5025-GOOKI,Female,0,20,18.9,347.65,Credit Card,Basic,No
4698-KVLLG,Female,1,51,19.6,967.9,Credit Card,Basic,No
5095-AESKG,Female,0,3,91.5,242.95,Credit Card,Premium,Yes
2887-JPYLU,Female,0,41,45.2,1841.9,Bank Transfer,Basic,No
4770-QAZXN,Female,0,13,19.45,232.1,Credit Card,Basic,No
4896-CPRPF,Male,0,35,25.45,809.25,Bank Transfer,Basic,No
1871-MOWRM,Male,0,12,80.85,866.45,Bank Transfer,Premium,Yes
9714-EDSUC,Male,0,4,94.9,360.55,Mailed,Premium,No
2027-OAQQC,Female,0,43,49.05,2076.2,Bank Transfer,Basic,Yes
0282-NVSJS,Female,1,12,29.3,355.9,Mailed,Basic,No
9090-SGQXL,Male,1,68,105.3,7299.65,Electronic,Premium,Yes
6595-YGXIT,Male,1,25,88.95,2291.2,Electronic,Premium,Yes
7353-YOWFP,Female,0,7,20.25,129.15,Mailed,Basic,No
9835-ZIITK,Male,1,66,110.85,7491.75,Electronic,Premium,Yes
8008-ESFLK,Female,0,53,110.5,5835.5,Electronic,Premium,No
7537-CBQUZ,Male,1,63,109.4,7031.45,Bank Transfer,Premium,No
1555-DJEQW,Female,0,70,114.2,7723.9,Bank Transfer,Premium,Yes
5649-TJHOV,Male,1,27,36.5,1032.0,Bank Transfer,Basic,Yes
0519-XUZJU,Female,0,1,70.75,70.75,Mailed,Standard,Yes
3363-EWLGO,Female,0,5,19.95,109.6,Mailed,Basic,No
4750-UKWJK,Female,1,37,19.6,727.8,Mailed,Basic,No
6338-AVWCY,Male,0,3,40.15,130.75,Mailed,Basic,Yes
1689-YQBYY,Female,0,12,76.6,893.0,Electronic,Standard,No
4487-ZYJZK,Female,0,38,19.6,763.1,Credit Card,Basic,No
2959-FENLU,Female,0,9,85.3,781.4,Credit Card,Premium,No
0708-LGSMF,Male,0,13,65.85,902.25,Electronic,Standard,No
9253-QXKBE,Male,1,29,94.45,2653.65,Electronic,Premium,Yes
7634-HLQJR,Female,0,47,20.05,1016.7,Credit Card,Basic,No
0487-RPVUM,Male,0,61,99.4,5943.65,Bank Transfer,Premium,No
4079-ULGFR,Male,0,16,20.0,275.7,Mailed,Basic,No
2516-XSJKX,Female,0,41,78.45,3126.45,Electronic,Standard,No
0057-QBUQH,Female,0,43,25.1,1070.15,Electronic,Basic,No
9445-SZLCH,Female,0,36,97.35,3457.9,Bank Transfer,Premium,Yes
6599-SFQVE,Female,0,6,55.0,340.4,Electronic,Standard,No
8331-ZXFOE,Female,0,58,71.1,4299.2,Credit Card,Standard,No
4003-FUSHP,Male,0,19,61.55,1093.2,Credit Card,Standard,No
0356-ERHVT,Male,0,11,45.9,521.9,Bank Transfer,Basic,No
7325-ENZFI,Female,0,39,40.3,1630.4,Bank Transfer,Basic,No
4884-ZTHVF,Female,1,8,87.1,713.6,Electronic,Premium,No
3920-HIHMQ,Female,0,26,49.5,1265.65,Mailed,Basic,No
3055-OYMSE,Female,1,53,73.8,4003.85,Credit Card,Standard,No
0613-WUXUM,Female,0,70,19.2,1401.4,Mailed,Basic,No
7568-PODML,Male,0,1,45.3,45.3,Mailed,Basic,Yes
4458-KVRBJ,Male,0,59,25.0,1510.5,Mailed,Basic,No
5349-IECLD,Male,0,2,94.95,178.1,Electronic,Premium,Yes
1397-XKKWR,Male,0,7,35.3,264.8,Mailed,Basic,No
3945-GFWQL,Female,0,12,44.55,480.6,Electronic,Basic,Yes
8097-OMULG,Male,0,59,76.75,4541.9,Credit Card,Standard,No
6013-BHCAW,Male,0,61,81.0,4976.15,Bank Transfer,Premium,No
0401-WDBXM,Male,0,72,105.55,7542.25,Bank Transfer,Premium,No
3387-PLKUI,Female,0,13,18.8,251.25,Mailed,Basic,No
6096-EGVTU,Female,0,64,24.9,1595.5,Mailed,Basic,No
3797-VTIDR,Male,0,1,23.45,23.45,Electronic,Basic,Yes
5081-NWSUP,Female,0,10,64.9,685.55,Mailed,Standard,No
2580-ATZSQ,Female,0,65,61.35,3874.1,Bank Transfer,Standard,No
8085-MSNLK,Female,0,62,113.95,6891.4,Mailed,Premium,No
9691-HKOVS,Female,0,55,90.15,4916.95,Electronic,Premium,No
9881-VCZEP,Female,0,25,54.1,1373.0,Electronic,Standard,No
9526-BIHHD,Male,0,1,29.7,29.7,Mailed,Basic,Yes
8757-TFHHJ,Male,0,1,49.8,49.8,Credit Card,Basic,No
4523-WXCEF,Female,0,59,101.1,6039.9,Electronic,Premium,Yes
1468-DEFNC,Male,1,64,24.4,1548.65,Bank Transfer,Basic,No
5119-KEPFY,Male,0,36,95.0,3440.25,Bank Transfer,Premium,No
8364-TRMMK,Female,0,3,50.65,151.3,Mailed,Standard,Yes
0916-KNFAJ,Male,0,61,69.9,4226.7,Mailed,Standard,No
8319-QBEHW,Male,0,26,39.95,1023.75,Bank Transfer,Basic,No
3063-QFSZL,Female,0,1,55.4,55.4,Electronic,Standard,Yes
8775-LHDJH,Female,1,1,90.6,90.6,Electronic,Premium,Yes
9625-QNLUX,Male,0,68,103.25,7074.4,Credit Card,Premium,No
3097-NQYSN,Male,1,2,86.85,156.35,Mailed,Premium,Yes
4024-CSNBY,Female,0,72,94.25,6849.75,Bank Transfer,Premium,No
7110-BDTWG,Female,0,71,47.05,3263.6,Electronic,Basic,No
7493-GVFIO,Male,0,57,20.55,1252.85,Credit Card,Basic,No
0690-SRQID,Male,0,4,19.65,67.55,Mailed,Basic,No
9605-WGJVW,Female,1,1,70.2,70.2,Electronic,Standard,No
9114-DPSIA,Male,0,72,81.0,5750.0,Credit Card,Premium,No
4700-UBQMV,Male,0,21,75.9,1549.75,Bank Transfer,Standard,No
7711-GQBZC,Female,0,71,24.7,1810.55,Bank Transfer,Basic,No
3565-UNOCC,Female,1,29,99.05,2952.85,Bank Transfer,Premium,Yes
4627-MIHJH,Female,1,69,110.25,7467.55,Credit Card,Premium,No
9795-NREXC,Female,0,64,85.0,5484.4,Credit Card,Premium,No
8573-CGOCC,Male,0,16,19.75,294.9,Credit Card,Basic,No
7356-AYNJP,Female,0,4,23.9,97.5,Electronic,Basic,No
9249-FXSCK,Female,0,52,111.25,5916.45,Credit Card,Premium,Yes
5493-SDRDQ,Male,0,2,55.1,113.35,Mailed,Standard,Yes
6286-SUUWT,Male,0,1,19.95,19.95,Mailed,Basic,No
4819-HJPIW,Male,0,18,25.15,476.8,Mailed,Basic,No
8654-DHAOW,Female,0,2,54.15,101.65,Mailed,Standard,No
5438-QMDDL,Female,0,19,59.8,1130.85,Mailed,Standard,No
9812-GHVRI,Female,0,40,83.85,3532.25,Bank Transfer,Premium,No
5553-AOINX,Female,1,66,104.9,6891.45,Electronic,Premium,No
1228-ZLNBX,Male,0,21,75.3,1570.7,Mailed,Standard,No
4226-KKDON,Male,0,8,66.65,520.95,Electronic,Standard,No
3831-YCPUO,Female,0,72,109.5,7854.9,Credit Card,Premium,No
7445-WMRBW,Female,0,48,73.85,3581.4,Bank Transfer,Standard,No
3308-DGHKL,Male,0,69,19.3,1447.9,Bank Transfer,Basic,No
9924-JPRMC,Male,0,72,118.2,8547.15,Electronic,Premium,No
0080-EMYVY,Female,0,14,51.45,727.85,Credit Card,Standard,No
6218-KNUBD,Male,0,6,59.45,357.6,Electronic,Standard,No
7337-CINUD,Female,0,8,19.5,159.35,Bank Transfer,Basic,No
7609-NRNCA,Female,0,17,19.55,280.85,Mailed,Basic,No
0623-EJQEG,Male,0,65,93.55,6069.25,Electronic,Premium,No
7153-CHRBV,Female,0,57,59.3,3274.35,Mailed,Standard,No
0871-URUWO,Male,0,13,102.25,1359.0,Credit Card,Premium,Yes
9190-MFJLN,Male,1,19,95.9,1777.9,Credit Card,Premium,Yes
6198-PNNSZ,Female,0,56,109.8,6109.65,Bank Transfer,Premium,No
3317-VLGQT,Female,0,14,78.1,1122.4,Electronic,Standard,No
4132-POCZS,Male,0,52,39.9,2020.9,Electronic,Basic,No
5614-DNZCE,Female,0,58,64.9,3795.45,Credit Card,Standard,No
1095-JUDTC,Female,1,47,95.05,4504.55,Electronic,Premium,Yes
3896-RCYYE,Female,0,67,53.4,3579.15,Credit Card,Standard,No
9638-JIQYA,Male,0,2,24.9,49.7,Credit Card,Basic,No
3258-SANFR,Male,1,6,44.7,276.5,Credit Card,Basic,No
3726-TBHQT,Male,0,71,114.0,8175.9,Bank Transfer,Premium,No
3190-ITQXP,Female,0,46,20.25,890.35,Bank Transfer,Basic,No
0870-VEMYL,Female,0,5,53.85,259.8,Credit Card,Standard,Yes
4833-QTJNO,Male,1,67,83.85,5588.8,Bank Transfer,Premium,No
3039-MJSLN,Male,0,3,20.2,50.6,Bank Transfer,Basic,No
0178-CIIKR,Female,0,3,19.95,58.0,Mailed,Basic,No
5385-SUIRI,Male,1,52,104.2,5568.35,Electronic,Premium,Yes
3982-XWFZQ,Female,0,42,50.25,2203.65,Electronic,Standard,Yes
5774-QPLTF,Male,0,50,20.35,938.95,Mailed,Basic,No
2322-VCZHZ,Male,1,23,90.0,2024.1,Electronic,Premium,No
5010-IPEAQ,Female,0,67,54.2,3623.95,Credit Card,Standard,No
4009-ALQFH,Female,0,25,99.5,2369.05,Electronic,Premium,Yes
6383-ZTSIW,Female,1,39,99.1,3877.95,Mailed,Premium,No
8990-YOZLV,Female,0,69,66.9,4577.9,Mailed,Standard,No
3069-SSVSN,Female,0,1,25.85,25.85,Mailed,Basic,No
5222-IMUKT,Male,0,32,91.05,2871.5,Electronic,Premium,No
3627-FCRDW,Female,0,9,71.0,672.55,Electronic,Standard,Yes
7562-GSUHK,Female,0,16,93.2,1573.7,Credit Card,Premium,Yes
6685-XSHHU,Male,0,60,20.95,1270.55,Bank Transfer,Basic,No
8901-UPRHR,Female,0,72,109.2,7711.45,Bank Transfer,Premium,No
4903-UYAVB,Male,0,5,19.35,126.05,Mailed,Basic,Yes
0118-JPNOY,Female,1,26,85.8,2193.65,Credit Card,Premium,No
6776-TLWOI,Male,0,3,19.85,64.55,Mailed,Basic,Yes
3845-FXCYS,Male,0,2,19.65,31.2,Electronic,Basic,No
5857-XRECV,Female,0,2,20.5,38.25,Bank Transfer,Basic,No
0725-CXOTM,Female,0,36,89.65,3348.1,Credit Card,Premium,No
4343-EJVQB,Male,0,7,74.35,533.6,Mailed,Standard,No
9000-PLFUZ,Female,1,60,49.45,2907.55,Credit Card,Basic,No
3427-GGZZI,Female,0,19,89.1,1620.8,Electronic,Premium,No
7779-ORAEL,Male,1,45,75.15,3480.35,Credit Card,Standard,No
0644-OQMDK,Male,1,4,70.65,293.85,Electronic,Standard,No
4077-CROMM,Female,0,31,104.2,3243.45,Electronic,Premium,Yes
3154-CFSZG,Male,0,47,90.05,4137.2,Electronic,Premium,No
2868-MZAGQ,Male,0,1,79.25,79.25,Electronic,Standard,Yes
4847-QNOKA,Female,0,1,44.9,44.9,Bank Transfer,Basic,Yes
2220-IAHLS,Female,0,1,19.4,19.4,Credit Card,Basic,No
1658-XUHBX,Female,1,59,88.75,5348.65,Credit Card,Premium,No
6379-RXJRQ,Male,0,10,70.1,659.65,Electronic,Standard,Yes
2378-HTWFW,Male,1,35,91.0,3180.5,Credit Card,Premium,No
8650-RHRKE,Male,0,4,29.65,118.5,Electronic,Basic,Yes
4377-VDHYI,Male,0,32,90.8,3023.85,Electronic,Premium,No
0475-RIJEP,Male,0,43,77.85,3365.85,Electronic,Standard,Yes
1260-TTRXI,Male,0,4,54.3,195.3,Electronic,Standard,Yes
3719-TDVQB,Female,1,54,18.95,1031.1,Mailed,Basic,No
6328-ZPBGN,Female,1,11,95.15,997.65,Bank Transfer,Premium,Yes
0201-MIBOL,Female,1,66,102.4,6471.85,Bank Transfer,Premium,No
4937-QPZPO,Male,0,61,99.9,6241.35,Electronic,Premium,No
2925-VDZHY,Male,0,72,88.7,6501.35,Credit Card,Premium,No
6981-TDRFT,Male,0,44,54.3,2317.1,Electronic,Standard,No
3413-CSSTH,Male,0,41,55.7,2237.55,Bank Transfer,Standard,No
8033-VCZGH,Male,0,50,103.95,5231.3,Electronic,Premium,No
4789-KWMXN,Male,0,47,110.85,5275.8,Credit Card,Premium,Yes
0224-NIJLP,Male,0,8,20.15,165.5,Mailed,Basic,No
7542-CYDDM,Male,0,18,20.05,358.5,Mailed,Basic,No
4718-WXBGI,Male,0,72,91.95,6614.9,Credit Card,Premium,No
2867-UIMSS,Male,0,1,80.5,80.5,Electronic,Premium,Yes
8495-PRWFH,Female,1,42,55.65,2421.75,Electronic,Standard,No
0439-IFYUN,Female,1,18,74.7,1294.6,Electronic,Standard,No
5716-LIBJC,Female,0,13,104.15,1299.1,Credit Card,Premium,No
2868-LLSKM,Female,0,68,83.65,5733.4,Bank Transfer,Premium,No
8111-RKSPX,Male,0,4,72.2,305.55,Bank Transfer,Standard,Yes
2988-QRAJY,Male,0,69,110.05,7430.75,Credit Card,Premium,No
1585-MQSSU,Male,0,17,51.5,900.5,Mailed,Standard,Yes
0071-NDAFP,Male,0,25,25.5,630.6,Credit Card,Basic,No
2856-NNASM,Male,1,43,89.55,3856.75,Mailed,Premium,Yes
7328-ZJAJO,Female,0,59,19.5,1222.65,Credit Card,Basic,No
6458-CYIDZ,Female,1,5,80.7,374.8,Electronic,Premium,No
8559-CIZFV,Male,0,21,77.5,1625.0,Mailed,Standard,Yes
1090-PYKCI,Female,0,69,105.1,7234.8,Credit Card,Premium,No
3058-WQDRE,Male,0,13,25.15,331.85,Bank Transfer,Basic,No
7547-EKNFS,Male,0,42,95.25,3959.35,Bank Transfer,Premium,Yes
2279-AXJJK,Male,0,52,95.65,5088.4,Credit Card,Premium,No
6769-DYBQN,Male,1,46,85.0,3969.4,Electronic,Premium,Yes
0909-SELIE,Male,0,61,80.8,4860.85,Bank Transfer,Premium,No
3417-TSCIC,Male,0,29,24.85,788.05,Mailed,Basic,No
1042-HFUCW,Female,0,25,54.75,1266.35,Credit Card,Standard,No
4439-JMPMT,Female,0,5,85.75,470.95,Electronic,Premium,Yes
6537-OTKMY,Male,0,15,50.75,688.2,Electronic,Standard,No
8999-EXMNO,Female,0,19,20.15,387.7,Mailed,Basic,No
6725-TPKJO,Male,0,44,20.05,845.25,Mailed,Basic,No
2446-BEGGB,Female,1,6,98.25,560.6,Electronic,Premium,Yes
7162-WPHPM,Male,0,58,71.6,4230.25,Credit Card,Standard,No
1599-MMYRQ,Male,0,62,81.45,4983.05,Credit Card,Premium,No
8821-KVZKQ,Female,0,70,58.4,4113.15,Bank Transfer,Standard,No
1496-GGSUK,Female,1,1,25.7,25.7,Mailed,Basic,Yes
6434-TTGJP,Male,0,10,53.7,521.0,Credit Card,Standard,No
0042-JVWOJ,Male,0,26,19.6,471.85,Bank Transfer,Basic,No
0130-SXOUN,Male,0,66,89.4,5976.9,Credit Card,Premium,No
2575-GFSOE,Female,0,7,69.0,506.9,Electronic,Standard,Yes
2330-PQGDQ,Male,0,51,84.2,4299.75,Bank Transfer,Premium,No
1452-UZOSF,Male,0,72,106.1,7548.6,Credit Card,Premium,No
2097-YVPKN,Male,0,65,25.75,1654.75,Mailed,Basic,No
2842-JTCCU,Male,0,2,46.05,80.35,Bank Transfer,Basic,Yes
8597-CTXVJ,Male,0,70,64.95,4551.5,Bank Transfer,Standard,No
6631-HMANX,Male,0,72,85.45,6227.5,Credit Card,Premium,No
9962-BFPDU,Female,0,1,20.05,20.05,Mailed,Basic,No
3296-SILRA,Female,1,1,76.4,76.4,Mailed,Standard,Yes
9681-OXGVC,Female,0,5,100.5,514.0,Electronic,Premium,Yes
6394-HHHZM,Male,0,3,20.7,57.5,Mailed,Basic,No
5995-LFTLE,Male,0,58,25.3,1474.35,Credit Card,Basic,No
5180-UCIIQ,Male,1,22,40.05,880.2,Mailed,Basic,Yes
1932-UEDCX,Male,1,33,100.6,3270.25,Bank Transfer,Premium,No
7153-OANIO,Male,0,1,69.95,69.95,Electronic,Standard,Yes
5188-HGMLP,Male,1,54,74.0,3919.15,Bank Transfer,Standard,No
0665-XHDJU,Male,0,72,99.4,7285.7,Electronic,Premium,No
6521-YYTYI,Male,0,1,93.3,93.3,Electronic,Premium,Yes
8878-HMWBV,Male,0,3,49.15,169.05,Electronic,Basic,Yes
8265-HKSOW,Female,0,72,107.45,7658.3,Credit Card,Premium,No
3544-FBCAS,Female,0,72,83.6,5959.3,Credit Card,Premium,No
5331-RGMTT,Male,1,54,99.05,5295.7,Credit Card,Premium,No
4759-PXTAN,Female,0,59,80.1,4693.2,Electronic,Premium,No
7054-DMVAS,Male,0,54,65.3,3512.9,Bank Transfer,Standard,No
3428-MMGUB,Male,0,60,89.55,5231.2,Electronic,Premium,No
6549-BTYPG,Female,0,60,60.8,3603.45,Credit Card,Standard,No
7823-JSOAG,Male,0,3,74.5,217.45,Electronic,Standard,No
3705-RHRFR,Female,0,69,99.15,6875.35,Bank Transfer,Premium,No
9374-YOLBJ,Female,0,1,19.25,19.25,Electronic,Basic,No
9074-KGVOX,Male,0,50,39.45,2021.35,Credit Card,Basic,No
6128-DAFVY,Female,0,56,44.85,2564.95,Credit Card,Basic,No
9933-QRGTX,Female,0,60,97.2,5611.75,Electronic,Premium,No
4476-OSWTN,Male,1,69,110.55,7610.1,Mailed,Premium,No
3751-KTZEL,Female,0,1,35.05,35.05,Mailed,Basic,Yes
1977-STDKI,Female,1,1,73.0,73.0,Electronic,Standard,Yes
5066-GFJMM,Female,0,3,19.9,45.75,Mailed,Basic,No
2661-GKBTK,Male,0,60,76.95,4543.95,Bank Transfer,Standard,No
0458-HEUZG,Female,0,13,35.4,450.4,Mailed,Basic,No
7268-WNTCP,Male,0,62,20.45,1297.35,Bank Transfer,Basic,No
0824-VWDPO,Female,0,45,96.75,4442.75,Bank Transfer,Premium,No
8409-WQJUX,Female,0,25,54.2,1423.15,Electronic,Standard,No
2578-JQPHZ,Male,0,44,100.1,4378.35,Bank Transfer,Premium,No
3278-FSIXX,Female,0,2,45.25,74.2,Mailed,Basic,No
5813-UECBU,Male,1,33,83.85,2716.3,Credit Card,Premium,Yes
0328-GRPMV,Female,0,1,70.1,70.1,Electronic,Standard,Yes
9746-UGFAC,Female,0,22,20.85,450.65,Bank Transfer,Basic,No
2946-KIQSP,Female,0,35,33.45,1175.85,Mailed,Basic,No
0625-AFOHS,Female,0,29,20.2,558.8,Mailed,Basic,No
6726-WEXXK,Male,1,27,85.9,2220.1,Electronic,Premium,No
4636-OLWOE,Male,0,54,61.0,3283.05,Electronic,Standard,No
4342-HENTK,Female,1,2,70.65,142.35,Electronic,Standard,Yes
4685-ERGHK,Male,0,57,86.9,4939.25,Electronic,Premium,No
0885-HMGPY,Male,0,62,69.4,4237.5,Bank Transfer,Standard,No
5003-OKNNK,Female,0,15,20.35,335.95,Credit Card,Basic,No
4195-SMMNX,Male,0,2,20.35,33.2,Mailed,Basic,Yes
7208-PSIHR,Female,0,70,104.3,7188.5,Bank Transfer,Premium,No
4012-ZTHBR,Female,0,21,44.95,926.25,Electronic,Basic,No
0489-WMEMG,Female,0,23,49.45,1119.35,Electronic,Basic,No
7435-ZNUYY,Male,0,6,20.6,116.6,Mailed,Basic,No
1354-YZFNB,Male,0,4,19.55,68.8,Credit Card,Basic,No
6956-SMUCM,Female,0,3,99.0,287.4,Credit Card,Premium,Yes
2985-FMWYF,Female,0,23,93.5,2341.55,Electronic,Premium,No
2812-ENYMO,Male,0,26,54.55,1362.85,Credit Card,Standard,No
2717-HVIZY,Female,0,8,20.05,163.6,Mailed,Basic,No
3223-WZWJM,Male,0,26,83.95,2254.2,Electronic,Premium,Yes
3422-GALYP,Male,0,2,79.45,145.15,Electronic,Standard,No
9053-JZFKV,Male,0,67,116.2,7752.3,Credit Card,Premium,Yes
2530-ENDWQ,Female,0,71,93.7,6585.35,Bank Transfer,Premium,Yes
2890-WFBHU,Female,0,59,79.85,4786.1,Credit Card,Standard,No
0327-WFZSY,Male,0,39,100.0,3835.55,Electronic,Premium,No
7977-HXJKU,Male,0,21,19.6,397.0,Mailed,Basic,No
6615-ZGEDR,Male,0,1,19.7,19.7,Mailed,Basic,Yes
7033-CLAMM,Female,0,48,20.2,1027.25,Bank Transfer,Basic,No
4023-RTIQM,Female,1,31,50.4,1580.1,Credit Card,Standard,No
0864-FVJNJ,Female,0,64,113.35,7222.75,Electronic,Premium,No
7356-IWLFW,Male,0,46,80.0,3769.7,Bank Transfer,Premium,No
9541-PWTWO,Female,0,52,80.95,4233.95,Bank Transfer,Premium,No
3967-VQOGC,Female,0,67,24.9,1680.25,Mailed,Basic,No
7872-RDDLZ,Female,1,67,54.9,3725.5,Electronic,Standard,No
9250-WYPLL,Female,0,5,75.55,413.65,Electronic,Standard,Yes
6308-CQRBU,Female,0,71,109.25,7707.7,Electronic,Premium,No
2754-XBHTB,Female,0,9,77.65,714.15,Bank Transfer,Standard,Yes
1597-LHYNC,Female,1,26,95.0,2497.2,Electronic,Premium,Yes
0186-CAERR,Male,0,71,116.3,8309.55,Bank Transfer,Premium,No
3043-SUDUA,Female,0,32,19.9,601.55,Bank Transfer,Basic,No
5442-BHQNG,Female,0,2,70.35,139.25,Electronic,Standard,No
2169-RRLFW,Female,0,71,25.6,1888.25,Credit Card,Basic,No
5872-OEQNH,Female,0,60,44.45,2773.9,Electronic,Basic,No
3162-KKZXO,Female,1,55,100.15,5409.75,Electronic,Premium,No
7055-VKGDA,Male,0,54,105.4,5643.4,Credit Card,Premium,Yes
0754-UKWQP,Male,0,2,95.85,197.7,Electronic,Premium,Yes
8873-GLDMH,Female,0,6,73.85,401.3,Mailed,Standard,No
5696-JVVQY,Female,0,48,70.1,3238.4,Credit Card,Standard,No
8946-BFWSG,Male,0,63,25.25,1573.05,Mailed,Basic,No
7493-TPUWZ,Male,0,1,79.15,79.15,Electronic,Standard,Yes
0547-HURJB,Male,0,12,21.05,235.8,Credit Card,Basic,No
8904-OPDCK,Male,1,54,24.95,1364.75,Bank Transfer,Basic,No
8845-LWKGE,Female,0,30,64.5,1985.15,Electronic,Standard,No
1577-HKTFG,Female,0,30,19.65,655.85,Bank Transfer,Basic,Yes
8752-STIVR,Female,0,4,79.0,303.15,Electronic,Standard,Yes
0691-NIKRI,Female,0,40,105.95,4335.2,Credit Card,Premium,No
5022-JNQEQ,Female,0,9,75.85,647.5,Electronic,Standard,No
4558-FANTW,Female,0,17,91.85,1574.45,Electronic,Premium,Yes
3249-VHRIP,Female,0,62,43.6,2748.7,Credit Card,Basic,No
3736-BLEPA,Male,0,28,91.25,2483.65,Bank Transfer,Premium,No
4701-LKOZD,Female,0,70,89.75,6367.2,Credit Card,Premium,No
6603-QWSPR,Female,0,46,104.4,4904.2,Bank Transfer,Premium,No
9921-QFQUL,Female,0,23,90.15,2044.95,Mailed,Premium,No
1929-ZCBHE,Male,0,47,40.3,1794.8,Electronic,Basic,No
4378-MYPGO,Male,0,68,105.25,7173.15,Bank Transfer,Premium,No
8651-ENBZX,Female,1,60,106.0,6441.4,Electronic,Premium,Yes
4129-LYCOI,Female,0,67,104.0,7039.05,Electronic,Premium,No
7798-JVXYM,Female,0,14,69.65,921.4,Electronic,Standard,No
8647-SDTWQ,Male,0,57,74.3,4018.35,Electronic,Standard,No
2696-ECXKC,Female,0,55,100.9,5448.6,Mailed,Premium,No
